Id,Label,salary low,salary median,salary high,national_count,Degré,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Modularity Class
6137,software configuration manager,62718.0,88247.0,108277.0,84202.0,4,4.0,1.0,3.0,10
10823,product support specialist,44095.0,65068.0,131075.0,33317.0,5,5.0,1.0,4.0,10
10827,technical analyst iii,71165.0,92365.0,104400.0,73024.0,1,1.0,1.0,0.0,10
6727,game designer,46589.0,65070.0,98238.0,18521.0,6,6.0,2.0,4.0,0
11478,senior game designer,72908.0,96328.0,113995.0,18521.0,4,4.0,2.0,2.0,0
11479,lead game designer,60234.0,109000.0,140387.0,18521.0,4,4.0,2.0,2.0,0
11480,level designer,45467.0,62384.0,90391.0,18521.0,3,3.0,2.0,1.0,0
74,legal counsel,83123.0,139695.0,193907.0,24169.0,6,6.0,1.0,5.0,1
126,law clerk,33477.0,58870.0,177507.0,10911.0,29,29.0,22.0,7.0,1
127,attorney,63698.0,150881.0,255166.0,24169.0,33,33.0,23.0,10.0,1
128,associate,52800.0,95000.0,162400.0,179184.0,55,55.0,42.0,13.0,1
129,associate attorney,83206.0,177507.0,242530.0,24169.0,29,29.0,19.0,10.0,1
133,summer associate,100900.0,127039.0,172667.0,179184.0,18,18.0,8.0,10.0,1
137,staff attorney,47071.0,78078.0,126946.0,24169.0,19,19.0,10.0,9.0,1
360,corporate counsel,96885.0,143550.0,186236.0,24169.0,7,7.0,1.0,6.0,1
364,senior attorney,118146.0,165057.0,217936.0,24169.0,14,14.0,3.0,11.0,1
365,assistant general counsel,88509.0,176444.0,224911.0,24169.0,18,18.0,6.0,12.0,1
367,general counsel,102521.0,181301.0,365400.0,24169.0,17,17.0,3.0,14.0,1
368,litigation associate,98738.0,177329.0,279817.0,24169.0,10,10.0,2.0,8.0,1
542,partner,107917.0,233134.0,416586.0,18644.0,23,23.0,8.0,15.0,1
544,senior associate attorney,176221.0,269793.0,293995.0,24169.0,3,3.0,1.0,2.0,1
546,judicial law clerk,39720.0,46451.0,89437.0,10911.0,8,8.0,2.0,6.0,1
559,corporate associate,70900.0,182871.0,244128.0,24169.0,5,5.0,1.0,4.0,1
566,assistant district attorney,50484.0,64303.0,75268.0,24169.0,8,8.0,2.0,6.0,1
1176,senior corporate counsel,151525.0,194622.0,226138.0,24169.0,3,3.0,1.0,2.0,1
1177,senior counsel,137131.0,182700.0,251798.0,24169.0,17,17.0,3.0,14.0,1
1178,associate general counsel,114623.0,183054.0,235620.0,24169.0,9,9.0,2.0,7.0,1
1537,associate counsel,61216.0,112891.0,180717.0,24169.0,4,4.0,0.0,4.0,1
1542,trial attorney,76782.0,116322.0,144825.0,24169.0,5,5.0,1.0,4.0,1
3058,landman,55110.0,77861.0,114843.0,14556.0,3,3.0,1.0,2.0,1
3796,patent attorney,93815.0,142608.0,205242.0,24169.0,2,2.0,1.0,1.0,1
6506,lease analyst,37323.0,45406.0,65878.0,50016.0,3,3.0,1.0,2.0,1
11938,musical director,29071.0,41495.0,54049.0,13674.0,2,2.0,0.0,2.0,1
125,branch manager,43645.0,60900.0,90302.0,14380.0,86,86.0,71.0,15.0,17
491,loan officer,32375.0,49924.0,107917.0,14074.0,46,46.0,31.0,15.0,2
1187,loan processor,30453.0,41453.0,54198.0,14074.0,39,39.0,26.0,13.0,2
1451,senior loan officer,35136.0,82580.0,139373.0,14074.0,27,27.0,13.0,14.0,17
1452,mortgage consultant,28707.0,53959.0,100000.0,43263.0,19,19.0,7.0,12.0,17
3048,mortgage processor,32600.0,41290.0,50369.0,14074.0,18,18.0,4.0,14.0,2
3054,home service specialist ii,38732.0,43558.0,50746.0,125918.0,4,4.0,0.0,4.0,2
3066,senior loan processor,42666.0,49500.0,59380.0,14074.0,22,22.0,11.0,11.0,2
3068,underwriter,40121.0,55825.0,84175.0,19889.0,27,27.0,13.0,14.0,2
3069,mortgage loan processor,35355.0,41645.0,55900.0,14074.0,20,20.0,8.0,12.0,2
3072,mortgage underwriter,42684.0,60000.0,73931.0,19889.0,20,20.0,7.0,13.0,2
3512,consumer loan underwriter,38305.0,43927.0,60966.0,19889.0,4,4.0,0.0,4.0,2
3649,mortgage loan officer,33449.0,65000.0,106423.0,14074.0,21,21.0,8.0,13.0,17
3650,mortgage banker,26979.0,60928.0,119161.0,19889.0,19,19.0,5.0,14.0,17
3653,home mortgage consultant,37910.0,68784.0,150000.0,125918.0,14,14.0,2.0,12.0,17
4152,fitness manager,35110.0,44660.0,63644.0,38393.0,4,4.0,1.0,3.0,2
5164,processor,29608.0,38570.0,47507.0,14074.0,16,16.0,2.0,14.0,2
6472,mortgage specialist,37187.0,44887.0,94627.0,19889.0,14,14.0,1.0,13.0,2
6495,credit analyst,38005.0,49924.0,73141.0,50016.0,22,22.0,7.0,15.0,2
6496,senior underwriter,59770.0,79871.0,114350.0,19889.0,27,27.0,12.0,15.0,2
6524,underwriting manager,77175.0,100624.0,159062.0,40390.0,16,16.0,4.0,12.0,2
6528,mortgage loan originator,31690.0,67000.0,125159.0,14074.0,13,13.0,1.0,12.0,17
6529,mortgage loan specialist,30614.0,39929.0,64752.0,19889.0,8,8.0,2.0,6.0,17
6531,senior mortgage underwriter,62774.0,72000.0,89268.0,19889.0,11,11.0,2.0,9.0,2
7228,underwriter iii,55854.0,69020.0,78811.0,19889.0,6,6.0,3.0,3.0,2
7416,senior mortgage banker,52600.0,97531.0,145551.0,19889.0,15,15.0,1.0,14.0,17
7418,senior mortgage loan officer,37771.0,60900.0,110942.0,14074.0,5,5.0,2.0,3.0,17
7423,loan consultant,34856.0,44645.0,92631.0,43263.0,14,14.0,1.0,13.0,17
9595,branch operations manager,32000.0,59258.0,84047.0,75260.0,8,8.0,1.0,7.0,16
9617,credit officer,43568.0,66469.0,88443.0,14074.0,2,2.0,0.0,2.0,10
11221,loss mitigation specialist,32577.0,39195.0,53883.0,11523.0,10,10.0,1.0,9.0,16
11259,underwriter i,45000.0,52750.0,70709.0,19889.0,2,2.0,0.0,2.0,2
11260,processing supervisor,42400.0,60418.0,64955.0,20551.0,3,3.0,0.0,3.0,2
11262,senior credit analyst,42564.0,65299.0,112082.0,50016.0,17,17.0,3.0,14.0,2
11263,underwriter ii,51913.0,58854.0,82207.0,19889.0,7,7.0,2.0,5.0,2
11313,mortgage closer,33947.0,44828.0,54994.0,14074.0,5,5.0,1.0,4.0,16
11852,loan originator,29835.0,44000.0,106021.0,14074.0,13,13.0,0.0,13.0,17
12006,underwriting consultant,55340.0,61751.0,105177.0,43263.0,3,3.0,1.0,2.0,2
14510,commercial loan officer,54217.0,82852.0,129387.0,14074.0,5,5.0,0.0,5.0,8
15866,commercial credit analyst,38570.0,51035.0,72258.0,50016.0,2,2.0,1.0,1.0,2
17993,loan document specialist,30654.0,38710.0,48516.0,30315.0,6,6.0,1.0,5.0,16
20641,assistant underwriter,31973.0,42800.0,85874.0,19889.0,3,3.0,1.0,2.0,2
59,registered nurse,47686.0,65920.0,88968.0,263633.0,58,58.0,46.0,12.0,3
290,clinical instructor,56774.0,93663.0,180653.0,24465.0,20,20.0,7.0,13.0,3
302,licensed practical nurse,27803.0,41528.0,53762.0,37553.0,19,19.0,10.0,9.0,3
303,staff nurse,48113.0,66909.0,91600.0,263633.0,47,47.0,37.0,10.0,3
304,family nurse practitioner,83438.0,87008.0,101976.0,32093.0,18,18.0,6.0,12.0,3
305,charge nurse,51626.0,67699.0,81442.0,263633.0,33,33.0,23.0,10.0,3
306,nurse practitioner,73080.0,91921.0,113548.0,32093.0,17,17.0,7.0,10.0,3
307,rn,36914.0,60000.0,93048.0,263633.0,21,21.0,11.0,10.0,3
308,director of nursing,59474.0,75982.0,106767.0,263633.0,36,36.0,24.0,12.0,3
309,case manager,28687.0,37213.0,65925.0,15888.0,45,45.0,35.0,10.0,3
311,rn case manager,60982.0,67475.0,85633.0,15888.0,17,17.0,9.0,8.0,3
313,nurse manager,57743.0,77464.0,105379.0,263633.0,29,29.0,14.0,15.0,3
314,nursing supervisor,54868.0,60458.0,72437.0,263633.0,23,23.0,12.0,11.0,3
317,physician assistant,77582.0,90000.0,111610.0,54360.0,7,7.0,3.0,4.0,3
494,unit manager,35604.0,53959.0,88525.0,32270.0,16,16.0,3.0,13.0,3
925,clinical social worker,41250.0,53126.0,71707.0,13689.0,16,16.0,5.0,11.0,3
926,therapist,32503.0,42529.0,57869.0,60541.0,18,18.0,8.0,10.0,3
928,school social worker,42177.0,50243.0,67191.0,13689.0,8,8.0,2.0,6.0,3
930,medical social worker,36499.0,51070.0,79511.0,39801.0,13,13.0,5.0,8.0,3
948,rn staff nurse,42852.0,60434.0,88724.0,263633.0,5,5.0,2.0,3.0,3
949,school nurse,25196.0,44377.0,59123.0,263633.0,12,12.0,2.0,10.0,3
950,nurse,41290.0,63174.0,92668.0,263633.0,13,13.0,0.0,13.0,3
956,clinical associate,52408.0,96408.0,200786.0,109395.0,1,1.0,0.0,1.0,3
990,staff rn,46451.0,66000.0,92903.0,263633.0,26,26.0,18.0,8.0,3
991,clinical coordinator,39929.0,49874.0,67561.0,24465.0,15,15.0,3.0,12.0,3
993,athletic trainer,33063.0,41290.0,77850.0,27512.0,5,5.0,1.0,4.0,3
1016,clinical nurse,55592.0,75110.0,91730.0,263633.0,14,14.0,3.0,11.0,3
1017,license practical nurse,27803.0,41528.0,53762.0,37553.0,5,5.0,1.0,4.0,3
1022,staff,32584.0,54280.0,77246.0,11832.0,17,17.0,4.0,13.0,3
1036,clinical supervisor,37492.0,58573.0,75900.0,24465.0,15,15.0,5.0,10.0,3
1050,assistant nurse manager,76789.0,98064.0,152731.0,263633.0,8,8.0,1.0,7.0,3
1051,nurse case manager,58037.0,65455.0,76387.0,263633.0,13,13.0,3.0,10.0,3
1055,clinical manager,55467.0,80494.0,132527.0,24465.0,18,18.0,3.0,15.0,3
1373,outpatient therapist,35501.0,41606.0,52000.0,60541.0,3,3.0,1.0,2.0,3
2419,psychiatric social worker,42667.0,52697.0,80961.0,263633.0,6,6.0,3.0,3.0,3
2420,clinical director,54792.0,84276.0,186643.0,24465.0,16,16.0,6.0,10.0,3
2424,licensed clinical social worker,41358.0,62065.0,93478.0,37553.0,6,6.0,2.0,4.0,3
2571,radiologic technologist,40000.0,52741.0,70153.0,20420.0,13,13.0,7.0,6.0,3
2584,assistant athletic trainer,33120.0,36904.0,45196.0,27512.0,1,1.0,1.0,0.0,3
2659,clinical nurse manager,69166.0,80000.0,88928.0,263633.0,6,6.0,1.0,5.0,3
2707,rn staff,46451.0,66000.0,92903.0,263633.0,1,1.0,0.0,1.0,3
5154,clinical specialist,62524.0,86000.0,118463.0,24465.0,4,4.0,0.0,4.0,10
5605,clinic nurse,55592.0,75110.0,91730.0,37553.0,3,3.0,0.0,3.0,3
5741,radiation therapist,57331.0,76485.0,94673.0,60541.0,3,3.0,1.0,2.0,6
5745,nuclear medicine technologist,62170.0,75069.0,92095.0,20420.0,2,2.0,1.0,1.0,3
5747,radiology technologist,40000.0,52741.0,70153.0,20420.0,2,2.0,1.0,1.0,3
5823,nursing instructor,34766.0,53012.0,69507.0,263633.0,8,8.0,0.0,8.0,3
5986,clinical nurse ii,77165.0,80418.0,89522.0,263633.0,4,4.0,0.0,4.0,3
9591,clinician,35086.0,44377.0,80000.0,37553.0,4,4.0,0.0,4.0,3
11719,lead technologist,56912.0,90367.0,120400.0,20420.0,1,1.0,0.0,1.0,3
12082,technician ii,33754.0,44000.0,60891.0,51953.0,2,2.0,0.0,2.0,3
13300,technician iii,41818.0,51045.0,75974.0,51953.0,1,1.0,1.0,0.0,3
13508,clinical analyst,50600.0,73362.0,102279.0,27235.0,3,3.0,0.0,3.0,3
14458,staff nurse rn,42852.0,60434.0,88724.0,263633.0,2,2.0,0.0,2.0,3
14531,medical instructor,46375.0,70200.0,130716.0,39801.0,2,2.0,0.0,2.0,3
1912,safety engineer,48658.0,70975.0,108168.0,14826.0,6,6.0,4.0,2.0,4
1951,tool engineer,61944.0,76000.0,98530.0,41748.0,10,10.0,3.0,7.0,7
2294,liaison engineer,58316.0,70689.0,105763.0,21899.0,4,4.0,0.0,4.0,7
2966,senior buyer,53959.0,75000.0,103941.0,41535.0,46,46.0,33.0,13.0,4
2985,buyer,41290.0,59540.0,96236.0,41535.0,48,48.0,34.0,14.0,4
2986,procurement analyst,41201.0,60000.0,87611.0,41535.0,10,10.0,2.0,8.0,4
3002,purchasing agent,36617.0,49651.0,78689.0,41535.0,34,34.0,21.0,13.0,4
3175,planner,43645.0,62730.0,91730.0,41535.0,22,22.0,9.0,13.0,4
3513,contract manager,61018.0,91730.0,126875.0,90853.0,17,17.0,5.0,12.0,4
3674,supply chain manager,70004.0,97125.0,134537.0,41535.0,17,17.0,7.0,10.0,4
3783,purchasing manager,51440.0,80938.0,116585.0,41535.0,36,36.0,23.0,13.0,4
3794,subcontract administrator,55000.0,72040.0,89624.0,37872.0,12,12.0,3.0,9.0,4
4505,director of purchasing,69692.0,101729.0,137526.0,41535.0,16,16.0,4.0,12.0,4
4515,safety manager,45935.0,68557.0,102311.0,90853.0,11,11.0,5.0,6.0,4
4516,safety specialist,47817.0,63865.0,81306.0,11523.0,10,10.0,4.0,6.0,4
4526,safety director,45293.0,60900.0,108684.0,13674.0,9,9.0,2.0,7.0,4
4575,subcontracts administrator,55000.0,72040.0,89624.0,37872.0,5,5.0,1.0,4.0,4
4594,welding engineer,66139.0,82015.0,116129.0,21899.0,10,10.0,3.0,7.0,7
4595,production planner,54652.0,95013.0,126761.0,41535.0,22,22.0,10.0,12.0,4
4598,representative,33258.0,41290.0,61955.0,152529.0,12,12.0,1.0,11.0,12
4885,installation,24383.0,40330.0,56871.0,16635.0,4,4.0,0.0,4.0,7
5637,technologist,41559.0,68912.0,126507.0,20420.0,3,3.0,2.0,1.0,4
6333,purchasing supervisor,53390.0,86535.0,125343.0,41535.0,12,12.0,2.0,10.0,4
6334,procurement specialist,39785.0,57305.0,88464.0,41535.0,20,20.0,9.0,11.0,4
6335,commodity manager,66273.0,92600.0,129371.0,35661.0,17,17.0,4.0,13.0,4
6336,buyer ii,45168.0,62451.0,113548.0,41535.0,7,7.0,2.0,5.0,4
6337,procurement manager,66064.0,95000.0,127483.0,41535.0,17,17.0,5.0,12.0,4
6357,assistant buyer,35651.0,46596.0,60900.0,41535.0,22,22.0,7.0,15.0,4
6358,associate buyer,43449.0,59500.0,76334.0,41535.0,19,19.0,5.0,14.0,4
6359,strategic sourcing manager,73084.0,100170.0,123871.0,41535.0,12,12.0,2.0,10.0,4
6382,purchasing specialist,40180.0,55887.0,87669.0,41535.0,14,14.0,4.0,10.0,4
6383,purchasing coordinator,33759.0,44000.0,59384.0,41535.0,15,15.0,2.0,13.0,4
6733,senior planner,55809.0,81200.0,118976.0,41535.0,12,12.0,3.0,9.0,4
6734,master scheduler,51613.0,74322.0,97816.0,41535.0,13,13.0,3.0,10.0,4
7412,material planner,47048.0,57632.0,77018.0,41535.0,7,7.0,1.0,6.0,4
7607,purchasing,37021.0,54905.0,103563.0,41535.0,15,15.0,1.0,14.0,4
8763,production scheduler,39430.0,60110.0,78216.0,20084.0,7,7.0,1.0,6.0,4
8764,senior purchasing manager,77055.0,110709.0,134819.0,41535.0,4,4.0,1.0,3.0,4
8780,ehs manager,68600.0,97629.0,141362.0,35661.0,4,4.0,1.0,3.0,4
8781,hse manager,90663.0,105000.0,159756.0,32028.0,5,5.0,2.0,3.0,4
8870,subcontracts administrator,55000.0,72040.0,89624.0,37872.0,6,6.0,2.0,4.0,4
8897,senior production planner,83021.0,128302.0,146443.0,41535.0,2,2.0,1.0,1.0,4
9032,project scheduler,60221.0,79170.0,112363.0,90853.0,13,13.0,3.0,10.0,4
9042,project controls specialist,60000.0,77406.0,111725.0,90853.0,1,1.0,0.0,1.0,4
9895,purchasing assistant,30683.0,37556.0,50205.0,41535.0,17,17.0,2.0,15.0,4
11053,merchandise planner,55695.0,76621.0,95000.0,41535.0,12,12.0,2.0,10.0,4
11077,global commodity manager,85383.0,103896.0,126587.0,35661.0,1,1.0,1.0,0.0,4
11078,category manager,49516.0,92951.0,120478.0,40390.0,15,15.0,1.0,14.0,4
11098,senior assistant buyer,44377.0,57855.0,60957.0,41535.0,4,4.0,2.0,2.0,4
11099,merchandise analyst,34382.0,54886.0,78850.0,41535.0,4,4.0,1.0,3.0,4
11115,buyer planner,43645.0,60000.0,82580.0,41535.0,3,3.0,1.0,2.0,4
11501,master production scheduler,61173.0,65534.0,72108.0,41535.0,3,3.0,1.0,2.0,4
12078,safety,50062.0,68118.0,86550.0,11523.0,1,1.0,1.0,0.0,4
12851,procurement,45743.0,65975.0,100900.0,41535.0,6,6.0,1.0,5.0,4
13952,purchasing analyst,38501.0,49874.0,74768.0,41535.0,6,6.0,1.0,5.0,4
14205,senior merchandise planner,62662.0,86877.0,104524.0,41535.0,1,1.0,1.0,0.0,4
14208,allocation analyst,35210.0,44387.0,49970.0,73024.0,1,1.0,1.0,0.0,4
14209,planning manager,74426.0,97573.0,127000.0,11258.0,10,10.0,1.0,9.0,4
15681,inventory planner,43151.0,61833.0,79859.0,41535.0,2,2.0,1.0,1.0,4
15718,senior category manager,90871.0,119355.0,139936.0,40390.0,2,2.0,1.0,1.0,4
15719,assistant category manager,42177.0,60387.0,86688.0,40390.0,2,2.0,1.0,1.0,4
21679,senior commodity manager,69900.0,97949.0,130883.0,35661.0,3,3.0,0.0,3.0,4
77,project architect,53959.0,72312.0,92442.0,90853.0,23,23.0,10.0,13.0,5
78,designer,40402.0,57000.0,88753.0,18521.0,49,49.0,38.0,11.0,5
94,graphic designer,34160.0,46196.0,71027.0,18521.0,51,51.0,40.0,11.0,5
95,art director,46491.0,74426.0,116722.0,10809.0,46,46.0,34.0,12.0,5
100,graphic artist,34707.0,51015.0,84406.0,18521.0,21,21.0,10.0,11.0,5
102,creative director,77252.0,134193.0,215834.0,13674.0,31,31.0,20.0,11.0,5
166,web designer,37980.0,55000.0,80558.0,18521.0,35,35.0,23.0,12.0,5
167,front end web developer,45553.0,75563.0,104113.0,25687.0,8,8.0,2.0,6.0,20
204,senior designer,58857.0,85000.0,121241.0,18521.0,48,48.0,35.0,13.0,5
347,editorial director,77563.0,106322.0,148042.0,15200.0,1,1.0,0.0,1.0,5
379,intern architect,41719.0,53180.0,59708.0,22918.0,9,9.0,3.0,6.0,5
380,job captain,48121.0,60224.0,79421.0,10557.0,14,14.0,6.0,8.0,5
382,staff architect,45545.0,55959.0,71301.0,11832.0,5,5.0,2.0,3.0,5
383,senior project architect,79699.0,92325.0,111396.0,90853.0,3,3.0,1.0,2.0,5
387,construction administrator,44969.0,52604.0,79877.0,37872.0,7,7.0,1.0,6.0,5
392,lead designer,51526.0,89933.0,130678.0,18521.0,14,14.0,4.0,10.0,5
432,senior graphic designer,45395.0,65000.0,91730.0,18521.0,28,28.0,16.0,12.0,5
435,production artist,35009.0,51192.0,67085.0,18521.0,17,17.0,7.0,10.0,5
436,senior art director,69241.0,93000.0,129501.0,10809.0,27,27.0,14.0,13.0,5
439,assistant art director,34377.0,49480.0,62033.0,10809.0,10,10.0,4.0,6.0,5
440,associate art director,45000.0,61525.0,85044.0,10809.0,9,9.0,2.0,7.0,5
441,associate creative director,83800.0,121803.0,166363.0,13674.0,18,18.0,7.0,11.0,5
459,senior graphic artist,45088.0,65658.0,91437.0,18521.0,5,5.0,1.0,4.0,5
462,concept artist,46890.0,69596.0,100885.0,18521.0,9,9.0,2.0,7.0,5
473,design director,79127.0,127455.0,202695.0,13674.0,16,16.0,4.0,12.0,5
626,senior web designer,51827.0,77659.0,100451.0,18521.0,8,8.0,1.0,7.0,5
629,user interface developer,54053.0,71050.0,99828.0,25687.0,3,3.0,1.0,2.0,20
632,senior ui developer,91511.0,113548.0,138465.0,25687.0,3,3.0,1.0,2.0,20
727,senior piping designer,88347.0,104257.0,175202.0,10284.0,10,10.0,5.0,5.0,5
1087,design architect,52268.0,66909.0,96903.0,22918.0,3,3.0,1.0,2.0,5
1122,senior writer,58634.0,80843.0,105395.0,13718.0,11,11.0,4.0,7.0,5
1206,junior architect,45579.0,53959.0,66012.0,22918.0,8,8.0,1.0,7.0,5
1214,design manager,66020.0,98577.0,154838.0,90853.0,17,17.0,2.0,15.0,5
1240,assistant designer,36540.0,45414.0,53161.0,18521.0,13,13.0,3.0,10.0,5
1338,junior graphic designer,33430.0,42322.0,53959.0,18521.0,2,2.0,1.0,1.0,5
1339,creative services manager,58000.0,77419.0,103226.0,13674.0,8,8.0,1.0,7.0,5
1340,lead graphic designer,45835.0,58638.0,112245.0,18521.0,7,7.0,1.0,6.0,5
1343,production designer,42782.0,72830.0,127140.0,18521.0,7,7.0,1.0,6.0,5
1344,senior production artist,59600.0,77582.0,100621.0,18521.0,4,4.0,1.0,3.0,5
1347,junior art director,37931.0,49198.0,62548.0,10809.0,5,5.0,2.0,3.0,5
1348,art supervisor,100129.0,107917.0,121265.0,10809.0,4,4.0,1.0,3.0,5
1350,multimedia designer,43167.0,55415.0,78451.0,18521.0,11,11.0,4.0,7.0,5
1354,interactive art director,54402.0,72532.0,99848.0,10809.0,2,2.0,0.0,2.0,5
1355,senior visual designer,80514.0,96425.0,132464.0,18521.0,6,6.0,0.0,6.0,5
1358,vice president associate creative director,145249.0,165080.0,189687.0,13674.0,4,4.0,1.0,3.0,5
1360,group creative director,129638.0,232500.0,287741.0,13674.0,5,5.0,1.0,4.0,5
1410,senior concept artist,78806.0,87742.0,110128.0,18521.0,1,1.0,1.0,0.0,5
1414,senior artist,62831.0,90168.0,110249.0,18521.0,7,7.0,2.0,5.0,5
1416,lead artist,72558.0,98624.0,128007.0,18521.0,3,3.0,1.0,2.0,5
1430,design consultant,27511.0,45325.0,108522.0,35334.0,16,16.0,2.0,14.0,5
1665,production control analyst,43819.0,69109.0,100625.0,27235.0,2,2.0,0.0,2.0,5
1696,senior ui designer,82252.0,107917.0,135718.0,18521.0,5,5.0,1.0,4.0,5
1714,senior interactive designer,77663.0,107437.0,137214.0,18521.0,7,7.0,2.0,5.0,5
1719,interactive designer,60434.0,84000.0,116489.0,18521.0,8,8.0,1.0,7.0,5
1735,gui designer,46475.0,49688.0,53938.0,18521.0,1,1.0,1.0,0.0,20
1967,junior designer,35950.0,46451.0,60911.0,18521.0,11,11.0,2.0,9.0,5
3108,assistant architect,51811.0,66565.0,77694.0,38393.0,2,2.0,1.0,1.0,5
3123,senior design manager,92361.0,146588.0,178580.0,90853.0,1,1.0,1.0,0.0,5
3146,senior interior designer,56542.0,75212.0,92485.0,10809.0,2,2.0,0.0,2.0,5
3171,design assistant,36540.0,45414.0,53161.0,18521.0,10,10.0,1.0,9.0,5
3172,associate designer,43298.0,55762.0,72112.0,18521.0,4,4.0,1.0,3.0,5
3378,photo editor,34510.0,55290.0,86653.0,22536.0,2,2.0,0.0,2.0,5
3450,senior production designer,66677.0,102621.0,137620.0,18521.0,1,1.0,1.0,0.0,5
3606,creative designer,41574.0,74682.0,83254.0,18521.0,3,3.0,0.0,3.0,5
4102,web master,33126.0,47515.0,75440.0,25687.0,7,7.0,0.0,7.0,5
4656,principal designer,95458.0,119409.0,137422.0,13718.0,3,3.0,0.0,3.0,5
5839,education,34088.0,46549.0,68019.0,48301.0,8,8.0,1.0,7.0,5
6134,lighting technical director,84848.0,99104.0,117996.0,14155.0,3,3.0,1.0,2.0,5
6670,junior interior designer,34647.0,47351.0,60261.0,10809.0,1,1.0,1.0,0.0,5
8033,senior information architect,87843.0,107506.0,134649.0,22918.0,6,6.0,1.0,5.0,5
11,recruiter,36132.0,50750.0,96524.0,31541.0,47,47.0,33.0,14.0,6
33,manager,45325.0,94945.0,144632.0,90853.0,526,526.0,512.0,14.0,6
113,senior recruiter,42590.0,75542.0,120506.0,31541.0,34,34.0,20.0,14.0,6
114,technical recruiter,34477.0,47845.0,76552.0,31541.0,36,36.0,23.0,13.0,6
115,senior technical recruiter,46642.0,68129.0,120360.0,31541.0,28,28.0,16.0,12.0,6
116,corporate recruiter,38814.0,59594.0,91386.0,31541.0,32,32.0,18.0,14.0,6
117,recruiting manager,46529.0,80000.0,129600.0,31541.0,29,29.0,14.0,15.0,6
120,human resources manager,70198.0,97808.0,128499.0,18644.0,42,42.0,34.0,8.0,6
123,it recruiter,33596.0,44377.0,66977.0,31541.0,17,17.0,4.0,13.0,6
502,executive recruiter,40927.0,76550.0,138702.0,31541.0,23,23.0,8.0,15.0,6
504,staffing manager,37000.0,47845.0,99748.0,10801.0,18,18.0,4.0,14.0,6
508,senior recruiting consultant,55728.0,75396.0,122833.0,31541.0,9,9.0,1.0,8.0,6
509,lead recruiter,43558.0,65618.0,140586.0,31541.0,10,10.0,1.0,9.0,6
510,staffing specialist,30000.0,39854.0,60444.0,31541.0,15,15.0,3.0,12.0,6
512,recruiting consultant,40600.0,63174.0,87454.0,31541.0,13,13.0,2.0,11.0,6
522,human resources director,87742.0,139354.0,196696.0,18644.0,25,25.0,13.0,12.0,6
523,director of human resources,57649.0,97595.0,150490.0,18644.0,28,28.0,17.0,11.0,6
524,human resources consultant,38998.0,61935.0,103347.0,18644.0,21,21.0,10.0,11.0,6
530,regional human resources manager,62329.0,86275.0,110796.0,18644.0,14,14.0,5.0,9.0,6
531,human resource manager,70198.0,97808.0,128499.0,18644.0,24,24.0,10.0,14.0,6
535,talent acquisition specialist,42167.0,55850.0,77000.0,31541.0,11,11.0,2.0,9.0,6
536,vice president human resources,110432.0,194051.0,259768.0,18644.0,13,13.0,2.0,11.0,6
1473,recruitment manager,46529.0,80000.0,129600.0,31541.0,17,17.0,4.0,13.0,6
1481,human resources,40600.0,66032.0,112213.0,18644.0,11,11.0,2.0,9.0,6
1492,staffing consultant,34953.0,54303.0,103321.0,31541.0,15,15.0,1.0,14.0,6
1508,senior human resources manager,95916.0,129516.0,165469.0,18644.0,13,13.0,3.0,10.0,6
1509,hr manager,51755.0,87530.0,125664.0,18644.0,10,10.0,4.0,6.0,6
1510,vice president of human resources,111650.0,144224.0,216941.0,18644.0,13,13.0,2.0,11.0,6
1514,director human resources,87742.0,139354.0,196696.0,18644.0,17,17.0,5.0,12.0,6
1515,manager human resources,70198.0,97808.0,128499.0,18644.0,8,8.0,3.0,5.0,6
1518,human resources supervisor,49125.0,67498.0,96963.0,18644.0,8,8.0,1.0,7.0,6
1519,human resources business partner,78400.0,100317.0,129428.0,18644.0,7,7.0,0.0,7.0,6
1520,personnel manager,31381.0,63793.0,82686.0,18644.0,13,13.0,1.0,12.0,6
1524,human resource director,87742.0,139354.0,196696.0,18644.0,12,12.0,2.0,10.0,6
1525,human resource consultant,38998.0,61935.0,103347.0,18644.0,6,6.0,1.0,5.0,6
1526,regional human resource manager,62329.0,86275.0,110796.0,18644.0,7,7.0,3.0,4.0,6
1527,senior human resource manager,95916.0,129516.0,165469.0,18644.0,4,4.0,1.0,3.0,6
1530,talent acquisition manager,65042.0,87742.0,105091.0,31541.0,15,15.0,2.0,13.0,6
1945,store planner,40945.0,55318.0,71138.0,41535.0,2,2.0,0.0,2.0,6
3613,occupational therapist,52135.0,65420.0,85198.0,28028.0,6,6.0,0.0,6.0,6
3661,aircraft mechanic,31897.0,56363.0,76259.0,26483.0,5,5.0,2.0,3.0,13
3691,recruitment consultant,40600.0,63174.0,87454.0,31541.0,16,16.0,2.0,14.0,6
3693,senior recruitment consultant,55728.0,75396.0,122833.0,31541.0,5,5.0,2.0,3.0,6
3724,director of recruiting,46451.0,94206.0,132404.0,18100.0,9,9.0,0.0,9.0,6
3725,regional recruiter,37229.0,55471.0,72090.0,31541.0,5,5.0,1.0,4.0,6
3757,senior human resources consultant,72006.0,99503.0,134264.0,18644.0,7,7.0,1.0,6.0,6
3779,benefits analyst,41290.0,52000.0,71701.0,73024.0,11,11.0,2.0,9.0,6
