Id,Label,salary low,salary median,salary high,national_count,Degré,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Modularity Class
9066,information systems consultant,86415.0,102930.0,117337.0,73024.0,7,7.0,1.0,6.0,20
9678,software engineer ii,70000.0,87742.0,108387.0,84202.0,9,9.0,0.0,9.0,20
9727,sql server database administrator,58882.0,70146.0,103655.0,14722.0,4,4.0,0.0,4.0,20
9793,senior sap bi consultant,96268.0,111650.0,121800.0,73024.0,4,4.0,2.0,2.0,21
9806,sap crm consultant,66558.0,84232.0,116808.0,73024.0,1,1.0,1.0,0.0,20
9810,sap bw analyst,64655.0,84132.0,106254.0,27235.0,1,1.0,1.0,0.0,20
9817,sap bi developer,55267.0,68771.0,115298.0,27235.0,1,1.0,1.0,0.0,21
9833,information systems analyst,54962.0,76917.0,124124.0,73024.0,3,3.0,1.0,2.0,20
10439,senior enterprise architect,102378.0,134190.0,162925.0,22918.0,14,14.0,1.0,13.0,20
10792,system programmer,55433.0,73279.0,92405.0,38895.0,6,6.0,1.0,5.0,20
10968,senior java developer consultant,86482.0,93547.0,109554.0,26238.0,1,1.0,1.0,0.0,13
11376,senior software designer,87703.0,99229.0,121548.0,84202.0,1,1.0,1.0,0.0,12
11398,senior data modeler,96297.0,113548.0,127289.0,11447.0,10,10.0,2.0,8.0,20
11414,ios engineer,86097.0,110000.0,143535.0,10929.0,2,2.0,2.0,0.0,20
11518,sap abap consultant,49924.0,68279.0,102947.0,73024.0,10,10.0,4.0,6.0,21
11564,applications developer,59354.0,84175.0,111175.0,25687.0,14,14.0,2.0,12.0,20
11638,peoplesoft developer,55845.0,75931.0,106771.0,26238.0,5,5.0,1.0,4.0,20
11688,project technical leader,67959.0,82931.0,109432.0,90853.0,3,3.0,1.0,2.0,20
11980,senior software specialist,65112.0,90371.0,115386.0,38895.0,4,4.0,0.0,4.0,20
12114,user interface engineer,74782.0,98639.0,123706.0,84202.0,1,1.0,0.0,1.0,20
12399,senior systems programmer,73898.0,96472.0,117870.0,21899.0,8,8.0,2.0,6.0,20
12416,senior it consultant,66565.0,97629.0,138539.0,90853.0,16,16.0,2.0,14.0,20
12570,senior sap abap developer,105030.0,118149.0,135988.0,38895.0,1,1.0,1.0,0.0,21
12571,sap abap senior developer,105030.0,118149.0,135988.0,38895.0,3,3.0,1.0,2.0,21
12574,senior sap developer,83614.0,104516.0,121136.0,38895.0,1,1.0,1.0,0.0,21
12712,senior principal consultant,97971.0,117022.0,139536.0,43263.0,11,11.0,0.0,11.0,20
12716,senior data warehouse engineer,98455.0,117017.0,137634.0,11447.0,12,12.0,2.0,10.0,20
12761,senior java consultant,68994.0,80516.0,102531.0,26238.0,11,11.0,1.0,10.0,20
12775,websphere commerce developer,65014.0,84121.0,116364.0,38895.0,1,1.0,1.0,0.0,21
12779,technical developer,62429.0,73336.0,101730.0,13718.0,2,2.0,0.0,2.0,20
12843,sap basis analyst,72112.0,85260.0,101556.0,27235.0,1,1.0,1.0,0.0,11
12845,senior sap basis administrator,93563.0,114984.0,133130.0,37872.0,1,1.0,1.0,0.0,11
12902,senior electronics design engineer,82717.0,95147.0,119613.0,35334.0,1,1.0,1.0,0.0,12
12903,senior staff applications engineer,116812.0,134597.0,156675.0,84202.0,1,1.0,1.0,0.0,12
13037,senior web applications developer,77477.0,97816.0,119299.0,25687.0,3,3.0,1.0,2.0,20
13054,application software engineer,107588.0,131453.0,163441.0,84202.0,2,2.0,1.0,1.0,20
13071,tax,45000.0,55415.0,88665.0,30315.0,1,1.0,0.0,1.0,20
13290,senior systems developer,72800.0,95993.0,121582.0,38895.0,13,13.0,1.0,12.0,20
13353,specialist consultant,78271.0,94253.0,136707.0,31541.0,4,4.0,0.0,4.0,20
13566,senior lead software engineer,92500.0,122271.0,150076.0,84202.0,4,4.0,1.0,3.0,20
14095,technology consultant,71027.0,97199.0,126571.0,43263.0,15,15.0,0.0,15.0,8
14621,software engineer iii,84645.0,106322.0,125902.0,84202.0,9,9.0,1.0,8.0,20
14665,senior sql server database administrator,79018.0,95438.0,114345.0,14722.0,1,1.0,1.0,0.0,20
14750,senior applications developer,80616.0,101723.0,120516.0,25687.0,8,8.0,1.0,7.0,20
15996,senior systems architect,92505.0,112816.0,138258.0,22918.0,8,8.0,1.0,7.0,20
15998,senior data warehouse architect,98339.0,122856.0,138677.0,11447.0,7,7.0,2.0,5.0,20
16151,application systems analyst,66565.0,95410.0,106829.0,73024.0,1,1.0,0.0,1.0,20
16190,senior peoplesoft developer,61806.0,101506.0,115490.0,26238.0,1,1.0,1.0,0.0,20
16822,senior web application developer,77477.0,97816.0,119299.0,25687.0,8,8.0,1.0,7.0,20
16916,technical team leader,51869.0,83096.0,115613.0,90853.0,9,9.0,0.0,9.0,20
17038,tibco developer,60900.0,77659.0,106322.0,38895.0,2,2.0,1.0,1.0,20
17078,lead technical specialist,71603.0,98285.0,107106.0,13718.0,1,1.0,0.0,1.0,20
17278,programming consultant,74268.0,78849.0,94539.0,43263.0,3,3.0,0.0,3.0,20
17471,system specialist,55415.0,80396.0,99627.0,37872.0,5,5.0,1.0,4.0,20
18191,senior technical lead,78864.0,103160.0,133497.0,13718.0,5,5.0,0.0,5.0,6
19678,mainframe developer,55341.0,67683.0,82896.0,26238.0,8,8.0,0.0,8.0,20
19724,web software developer,48035.0,68377.0,95478.0,25687.0,2,2.0,1.0,1.0,20
19851,senior tibco developer,97219.0,101053.0,107758.0,38895.0,3,3.0,1.0,2.0,20
21127,senior mainframe developer,61880.0,64885.0,79913.0,26238.0,1,1.0,1.0,0.0,20
21281,software project manager,79377.0,106575.0,143549.0,90853.0,11,11.0,1.0,10.0,20
21989,scrum master,72257.0,90000.0,120540.0,35661.0,5,5.0,1.0,4.0,20
