Source,Target,Type,Id,Label,Weight
66,340,Directed,659,,29.0
66,341,Directed,660,,26.0
66,342,Directed,663,,20.0
66,343,Directed,664,,19.0
66,344,Directed,665,,18.0
66,345,Directed,668,,14.0
67,22,Directed,670,,64.0
67,23,Directed,683,,14.0
67,66,Directed,677,,17.0
67,84,Directed,671,,28.0
67,119,Directed,684,,13.0
67,146,Directed,678,,17.0
67,179,Directed,681,,16.0
67,333,Directed,676,,17.0
67,336,Directed,672,,27.0
67,337,Directed,679,,17.0
67,339,Directed,682,,15.0
67,342,Directed,674,,19.0
67,343,Directed,673,,20.0
67,346,Directed,675,,18.0
67,347,Directed,680,,17.0
68,17,Directed,687,,129.0
68,20,Directed,693,,71.0
68,33,Directed,696,,61.0
68,65,Directed,685,,399.0
68,154,Directed,686,,135.0
68,158,Directed,688,,96.0
68,329,Directed,694,,64.0
68,330,Directed,690,,89.0
68,332,Directed,699,,49.0
68,348,Directed,689,,95.0
68,349,Directed,691,,85.0
68,350,Directed,692,,76.0
68,351,Directed,695,,64.0
68,352,Directed,697,,59.0
68,353,Directed,698,,57.0
69,22,Directed,706,,768.0
69,36,Directed,705,,788.0
69,48,Directed,714,,335.0
69,71,Directed,711,,394.0
69,103,Directed,700,,3593.0
69,111,Directed,704,,866.0
69,119,Directed,702,,1011.0
69,147,Directed,701,,1640.0
69,176,Directed,703,,929.0
69,230,Directed,707,,686.0
69,354,Directed,708,,659.0
69,355,Directed,709,,601.0
69,356,Directed,710,,581.0
69,357,Directed,712,,376.0
69,358,Directed,713,,345.0
70,12,Directed,721,,206.0
70,22,Directed,720,,240.0
70,103,Directed,729,,76.0
70,111,Directed,725,,93.0
70,119,Directed,717,,701.0
70,124,Directed,719,,245.0
70,126,Directed,722,,176.0
70,127,Directed,726,,90.0
70,128,Directed,727,,89.0
70,135,Directed,716,,858.0
70,147,Directed,723,,171.0
70,269,Directed,724,,165.0
70,271,Directed,715,,1027.0
70,278,Directed,718,,402.0
70,359,Directed,728,,85.0
71,22,Directed,734,,596.0
71,23,Directed,741,,149.0
71,36,Directed,738,,191.0
71,48,Directed,737,,194.0
71,69,Directed,732,,613.0
71,103,Directed,731,,828.0
71,111,Directed,736,,307.0
71,119,Directed,730,,1155.0
71,124,Directed,735,,403.0
71,147,Directed,733,,611.0
71,176,Directed,739,,163.0
71,228,Directed,744,,109.0
71,230,Directed,743,,119.0
71,269,Directed,740,,162.0
71,278,Directed,742,,135.0
72,22,Directed,747,,66.0
72,33,Directed,757,,18.0
72,36,Directed,754,,20.0
72,54,Directed,749,,35.0
72,71,Directed,756,,18.0
72,103,Directed,752,,22.0
72,111,Directed,755,,19.0
72,118,Directed,758,,17.0
72,119,Directed,746,,122.0
72,124,Directed,748,,55.0
72,147,Directed,750,,31.0
72,269,Directed,751,,28.0
72,271,Directed,753,,22.0
72,278,Directed,745,,126.0
72,298,Directed,759,,15.0
73,12,Directed,764,,17.0
73,22,Directed,760,,31.0
73,23,Directed,773,,5.0
73,54,Directed,765,,16.0
73,70,Directed,767,,9.0
73,126,Directed,762,,18.0
73,127,Directed,763,,18.0
73,128,Directed,761,,24.0
73,129,Directed,766,,14.0
73,132,Directed,768,,7.0
73,135,Directed,771,,6.0
73,144,Directed,770,,6.0
73,360,Directed,769,,7.0
73,361,Directed,772,,6.0
73,362,Directed,774,,5.0
74,126,Directed,778,,7.0
74,127,Directed,775,,14.0
74,128,Directed,776,,11.0
74,129,Directed,777,,9.0
74,137,Directed,779,,7.0
74,363,Directed,780,,5.0
76,7,Directed,783,,26.0
76,18,Directed,786,,8.0
76,21,Directed,781,,50.0
76,26,Directed,785,,8.0
76,82,Directed,782,,36.0
76,156,Directed,787,,8.0
76,374,Directed,784,,18.0
77,17,Directed,797,,13.0
77,20,Directed,788,,120.0
77,30,Directed,796,,14.0
77,43,Directed,798,,12.0
77,78,Directed,790,,25.0
77,376,Directed,791,,22.0
77,379,Directed,789,,27.0
77,380,Directed,792,,19.0
77,381,Directed,793,,17.0
77,382,Directed,794,,17.0
77,383,Directed,795,,17.0
77,384,Directed,799,,12.0
77,385,Directed,800,,12.0
77,386,Directed,801,,12.0
77,387,Directed,802,,11.0
78,17,Directed,813,,56.0
78,20,Directed,811,,82.0
78,22,Directed,809,,95.0
78,31,Directed,807,,128.0
78,94,Directed,805,,187.0
78,95,Directed,804,,193.0
78,166,Directed,816,,49.0
78,203,Directed,806,,133.0
78,204,Directed,803,,383.0
78,209,Directed,815,,51.0
78,388,Directed,808,,96.0
78,389,Directed,810,,86.0
78,390,Directed,812,,63.0
78,391,Directed,814,,56.0
78,392,Directed,817,,47.0
79,0,Directed,823,,90.0
79,14,Directed,826,,63.0
79,15,Directed,829,,49.0
79,20,Directed,832,,41.0
79,22,Directed,820,,154.0
79,26,Directed,822,,113.0
79,36,Directed,824,,69.0
79,48,Directed,827,,62.0
79,69,Directed,819,,255.0
79,81,Directed,828,,62.0
79,103,Directed,818,,259.0
79,111,Directed,830,,48.0
79,147,Directed,831,,41.0
79,393,Directed,821,,151.0
79,394,Directed,825,,65.0
81,0,Directed,834,,302.0
81,14,Directed,833,,304.0
81,15,Directed,841,,91.0
81,16,Directed,839,,103.0
81,17,Directed,840,,92.0
81,18,Directed,847,,44.0
81,20,Directed,838,,107.0
81,21,Directed,835,,144.0
81,25,Directed,842,,79.0
81,26,Directed,845,,60.0
81,27,Directed,836,,123.0
81,79,Directed,843,,66.0
81,149,Directed,844,,65.0
81,190,Directed,846,,48.0
81,395,Directed,837,,108.0
82,16,Directed,848,,22.0
82,396,Directed,849,,9.0
82,397,Directed,850,,6.0
82,398,Directed,851,,5.0
83,8,Directed,852,,141.0
83,17,Directed,858,,26.0
83,23,Directed,861,,19.0
83,33,Directed,860,,22.0
83,53,Directed,853,,56.0
83,54,Directed,854,,54.0
83,55,Directed,857,,29.0
83,84,Directed,856,,29.0
83,85,Directed,862,,18.0
83,86,Directed,859,,24.0
83,87,Directed,855,,35.0
83,88,Directed,865,,15.0
83,91,Directed,864,,15.0
83,179,Directed,863,,16.0
83,403,Directed,866,,14.0
84,0,Directed,876,,36.0
84,8,Directed,870,,71.0
84,14,Directed,879,,28.0
84,17,Directed,878,,32.0
84,22,Directed,875,,36.0
84,23,Directed,869,,79.0
84,33,Directed,872,,47.0
84,53,Directed,868,,86.0
84,54,Directed,877,,35.0
84,67,Directed,880,,28.0
84,85,Directed,867,,109.0
84,86,Directed,881,,25.0
84,87,Directed,874,,38.0
84,89,Directed,873,,39.0
84,91,Directed,871,,49.0
85,0,Directed,886,,137.0
85,17,Directed,894,,89.0
85,22,Directed,883,,756.0
85,23,Directed,882,,1715.0
85,48,Directed,889,,117.0
85,53,Directed,885,,178.0
85,84,Directed,893,,92.0
85,86,Directed,887,,124.0
85,89,Directed,884,,287.0
85,103,Directed,891,,96.0
85,119,Directed,892,,95.0
85,144,Directed,895,,88.0
85,177,Directed,896,,78.0
85,178,Directed,890,,99.0
85,180,Directed,888,,122.0
86,8,Directed,903,,77.0
86,17,Directed,904,,74.0
86,20,Directed,909,,44.0
86,22,Directed,899,,144.0
86,23,Directed,897,,447.0
86,33,Directed,911,,40.0
86,53,Directed,907,,49.0
86,85,Directed,898,,150.0
86,89,Directed,901,,92.0
86,404,Directed,900,,111.0
86,405,Directed,902,,89.0
86,406,Directed,905,,71.0
86,407,Directed,906,,65.0
86,408,Directed,908,,47.0
86,409,Directed,910,,44.0
87,8,Directed,917,,97.0
87,17,Directed,913,,146.0
87,20,Directed,918,,87.0
87,23,Directed,920,,57.0
87,33,Directed,915,,114.0
87,53,Directed,914,,145.0
87,54,Directed,912,,235.0
87,84,Directed,923,,48.0
87,91,Directed,919,,70.0
87,127,Directed,925,,48.0
87,144,Directed,916,,108.0
87,162,Directed,921,,51.0
87,179,Directed,924,,48.0
87,284,Directed,926,,47.0
87,286,Directed,922,,50.0
