Source,Target,Type,Id,Label,Weight
1232,284,Directed,11605,,6.0
1232,403,Directed,11608,,6.0
1232,419,Directed,11607,,6.0
1232,423,Directed,11609,,6.0
1232,971,Directed,11604,,7.0
1232,1300,Directed,11606,,6.0
1232,1306,Directed,11597,,14.0
1232,3163,Directed,11601,,9.0
1232,3164,Directed,11602,,8.0
1232,3165,Directed,11603,,8.0
1232,3166,Directed,11610,,6.0
1233,20,Directed,11611,,5.0
1234,71,Directed,11623,,8.0
1234,78,Directed,11614,,38.0
1234,85,Directed,11624,,7.0
1234,94,Directed,11612,,44.0
1234,95,Directed,11618,,11.0
1234,103,Directed,11617,,27.0
1234,138,Directed,11625,,7.0
1234,204,Directed,11619,,10.0
1234,385,Directed,11620,,10.0
1234,388,Directed,11615,,36.0
1234,434,Directed,11626,,7.0
1234,1240,Directed,11613,,39.0
1234,1967,Directed,11622,,9.0
1234,3171,Directed,11616,,32.0
1234,3172,Directed,11621,,10.0
1235,0,Directed,11636,,10.0
1235,17,Directed,11633,,12.0
1235,20,Directed,11641,,7.0
1235,23,Directed,11631,,15.0
1235,33,Directed,11637,,8.0
1235,48,Directed,11638,,7.0
1235,85,Directed,11632,,12.0
1235,89,Directed,11628,,19.0
1235,178,Directed,11630,,17.0
1235,214,Directed,11639,,7.0
1235,411,Directed,11640,,7.0
1235,701,Directed,11627,,55.0
1235,1308,Directed,11629,,19.0
1235,1781,Directed,11635,,11.0
1235,3173,Directed,11634,,12.0
1236,381,Directed,11642,,5.0
1236,386,Directed,11643,,5.0
1237,78,Directed,11644,,6.0
1240,22,Directed,11648,,19.0
1240,94,Directed,11653,,7.0
1240,103,Directed,11649,,13.0
1240,119,Directed,11655,,6.0
1240,204,Directed,11650,,12.0
1240,388,Directed,11647,,22.0
1240,433,Directed,11659,,5.0
1240,1234,Directed,11646,,22.0
1240,1967,Directed,11652,,9.0
1240,2855,Directed,11657,,6.0
1240,3171,Directed,11656,,6.0
1240,3172,Directed,11645,,42.0
1240,3185,Directed,11651,,10.0
1240,3186,Directed,11654,,7.0
1240,3187,Directed,11658,,6.0
1241,31,Directed,11663,,8.0
1241,78,Directed,11660,,24.0
1241,203,Directed,11661,,13.0
1241,391,Directed,11671,,5.0
1241,721,Directed,11665,,7.0
1241,1213,Directed,11664,,8.0
1241,1242,Directed,11672,,5.0
1241,2123,Directed,11662,,12.0
1241,3183,Directed,11669,,6.0
1241,3188,Directed,11666,,7.0
1241,3189,Directed,11667,,7.0
1241,3190,Directed,11668,,7.0
1241,3191,Directed,11670,,6.0
1242,22,Directed,11680,,8.0
1242,31,Directed,11674,,26.0
1242,78,Directed,11679,,9.0
1242,94,Directed,11678,,11.0
1242,203,Directed,11673,,31.0
1242,204,Directed,11675,,20.0
1242,206,Directed,11681,,6.0
1242,725,Directed,11683,,6.0
1242,1997,Directed,11677,,12.0
1242,1998,Directed,11682,,6.0
1242,2625,Directed,11676,,15.0
1242,3192,Directed,11684,,6.0
1242,3193,Directed,11685,,6.0
1242,3194,Directed,11686,,6.0
1242,3195,Directed,11687,,6.0
1243,78,Directed,11688,,7.0
1243,1878,Directed,11689,,6.0
1244,43,Directed,11694,,5.0
1244,78,Directed,11691,,14.0
1244,356,Directed,11693,,7.0
1244,824,Directed,11690,,17.0
1244,1264,Directed,11692,,8.0
1244,2656,Directed,11695,,5.0
1249,390,Directed,11696,,8.0
1249,1246,Directed,11697,,8.0
1249,1247,Directed,11698,,6.0
1250,34,Directed,11705,,5.0
1250,35,Directed,11699,,8.0
1250,225,Directed,11702,,6.0
1250,390,Directed,11703,,6.0
1250,807,Directed,11701,,7.0
1250,3210,Directed,11700,,8.0
1250,3211,Directed,11704,,6.0
1251,390,Directed,11708,,6.0
1251,1976,Directed,11706,,12.0
1251,3213,Directed,11707,,6.0
1251,3214,Directed,11709,,6.0
1251,3215,Directed,11710,,6.0
1253,399,Directed,11712,,6.0
1253,749,Directed,11711,,12.0
1253,3218,Directed,11713,,6.0
1253,3219,Directed,11714,,6.0
1253,3220,Directed,11715,,6.0
1253,3221,Directed,11716,,6.0
1253,3222,Directed,11717,,5.0
1254,20,Directed,11722,,5.0
1254,31,Directed,11718,,19.0
1254,204,Directed,11719,,18.0
1254,692,Directed,11720,,8.0
1254,1218,Directed,11723,,5.0
1254,1256,Directed,11721,,6.0
1255,34,Directed,11729,,5.0
1255,111,Directed,11726,,6.0
1255,723,Directed,11725,,8.0
1255,1256,Directed,11728,,6.0
1255,1832,Directed,11730,,5.0
1255,1878,Directed,11724,,12.0
1255,3225,Directed,11727,,6.0
1256,32,Directed,11737,,9.0
1256,389,Directed,11733,,18.0
1256,391,Directed,11731,,27.0
1256,1213,Directed,11734,,17.0
1256,1218,Directed,11735,,16.0
1256,1878,Directed,11732,,22.0
1256,2034,Directed,11742,,7.0
1256,3213,Directed,11744,,6.0
1256,3230,Directed,11736,,10.0
1256,3231,Directed,11738,,9.0
1256,3232,Directed,11739,,8.0
1256,3233,Directed,11740,,8.0
1256,3234,Directed,11741,,8.0
1256,3235,Directed,11743,,6.0
1256,3236,Directed,11745,,6.0
1257,94,Directed,11748,,6.0
1257,203,Directed,11750,,6.0
1257,2656,Directed,11749,,6.0
1257,3110,Directed,11747,,12.0
1257,3188,Directed,11751,,6.0
1257,3237,Directed,11746,,14.0
1257,3238,Directed,11752,,6.0
1257,3239,Directed,11753,,5.0
1257,3240,Directed,11754,,5.0
1258,144,Directed,11759,,7.0
1258,210,Directed,11762,,5.0
1258,286,Directed,11763,,5.0
1258,391,Directed,11755,,35.0
1258,488,Directed,11760,,5.0
1258,542,Directed,11761,,5.0
1258,2034,Directed,11758,,8.0
1258,3124,Directed,11756,,13.0
1258,3213,Directed,11757,,9.0
1258,3244,Directed,11764,,5.0
1258,3245,Directed,11765,,5.0
1260,390,Directed,11766,,10.0
1260,392,Directed,11767,,6.0
1264,33,Directed,11779,,60.0
1264,36,Directed,11777,,63.0
1264,69,Directed,11769,,219.0
1264,103,Directed,11770,,164.0
1264,176,Directed,11776,,76.0
1264,355,Directed,11780,,59.0
1264,356,Directed,11775,,85.0
1264,824,Directed,11771,,139.0
1264,1161,Directed,11782,,54.0
1264,2125,Directed,11781,,55.0
1264,3022,Directed,11768,,275.0
1264,3257,Directed,11772,,105.0
1264,3258,Directed,11773,,100.0
1264,3259,Directed,11774,,98.0
1264,3260,Directed,11778,,61.0
1265,14,Directed,11787,,6.0
1265,15,Directed,11785,,10.0
1265,16,Directed,11786,,7.0
1265,18,Directed,11784,,11.0
1265,158,Directed,11790,,5.0
1265,395,Directed,11783,,63.0
1265,3261,Directed,11788,,6.0
1265,3262,Directed,11789,,6.0
1265,3263,Directed,11791,,5.0
1266,54,Directed,11792,,5.0
1266,158,Directed,11793,,5.0
1271,16,Directed,11796,,7.0
1271,155,Directed,11795,,7.0
1271,399,Directed,11794,,21.0
1271,667,Directed,11797,,7.0
1271,3269,Directed,11798,,7.0
1272,0,Directed,11799,,91.0
1272,14,Directed,11800,,73.0
1272,15,Directed,11802,,47.0
1272,20,Directed,11807,,24.0
1272,21,Directed,11808,,21.0
1272,22,Directed,11806,,29.0
1272,25,Directed,11801,,60.0
1272,26,Directed,11812,,18.0
1272,33,Directed,11804,,30.0
1272,36,Directed,11809,,20.0
1272,157,Directed,11813,,17.0
1272,158,Directed,11805,,30.0
1272,395,Directed,11810,,20.0
1272,587,Directed,11811,,19.0
1272,3270,Directed,11803,,36.0
1273,0,Directed,11828,,15.0
1273,16,Directed,11825,,21.0
1273,17,Directed,11816,,60.0
1273,18,Directed,11826,,17.0
1273,20,Directed,11815,,72.0
1273,25,Directed,11821,,28.0
1273,33,Directed,11817,,47.0
1273,144,Directed,11820,,28.0
1273,162,Directed,11824,,23.0
1273,170,Directed,11819,,30.0
1273,183,Directed,11827,,15.0
1273,184,Directed,11823,,25.0
1273,187,Directed,11822,,27.0
1273,400,Directed,11818,,32.0
1273,661,Directed,11814,,99.0
1275,401,Directed,11830,,9.0
1275,1277,Directed,11832,,6.0
1275,3271,Directed,11829,,15.0
1275,3272,Directed,11831,,9.0
1275,3273,Directed,11833,,5.0
1276,22,Directed,11846,,23.0
1276,33,Directed,11845,,23.0
1276,43,Directed,11835,,49.0
1276,103,Directed,11842,,24.0
1276,111,Directed,11848,,19.0
1276,118,Directed,11836,,35.0
1276,119,Directed,11834,,59.0
1276,124,Directed,11837,,34.0
1276,147,Directed,11847,,22.0
1276,227,Directed,11840,,25.0
1276,228,Directed,11843,,24.0
1276,278,Directed,11841,,25.0
1276,401,Directed,11839,,27.0
1276,491,Directed,11844,,24.0
1276,826,Directed,11838,,27.0
1277,0,Directed,11852,,11.0
1277,2326,Directed,11849,,80.0
1277,2354,Directed,11861,,7.0
1277,3280,Directed,11850,,56.0
1277,3281,Directed,11851,,16.0
1277,3282,Directed,11853,,11.0
1277,3283,Directed,11854,,11.0
1277,3284,Directed,11855,,9.0
1277,3285,Directed,11856,,9.0
1277,3286,Directed,11857,,8.0
1277,3287,Directed,11858,,8.0
1277,3288,Directed,11859,,8.0
1277,3289,Directed,11860,,8.0
1277,3290,Directed,11862,,7.0
1277,3291,Directed,11863,,6.0
1278,0,Directed,11868,,8.0
1278,15,Directed,11867,,9.0
1278,16,Directed,11869,,6.0
1278,18,Directed,11865,,12.0
1278,21,Directed,11872,,5.0
1278,156,Directed,11866,,11.0
1278,402,Directed,11864,,19.0
1278,624,Directed,11870,,6.0
1278,3292,Directed,11871,,6.0
1279,8,Directed,11877,,11.0
1279,17,Directed,11884,,7.0
1279,23,Directed,11874,,23.0
1279,33,Directed,11878,,10.0
1279,53,Directed,11882,,7.0
1279,54,Directed,11876,,13.0
1279,83,Directed,11885,,7.0
1279,84,Directed,11883,,7.0
1279,86,Directed,11873,,35.0
1279,407,Directed,11875,,16.0
1279,414,Directed,11886,,7.0
1279,420,Directed,11881,,8.0
1279,1280,Directed,11879,,9.0
1279,3295,Directed,11880,,8.0
1279,3296,Directed,11887,,7.0
1280,8,Directed,11898,,14.0
1280,17,Directed,11890,,35.0
1280,23,Directed,11892,,23.0
1280,33,Directed,11902,,11.0
1280,54,Directed,11894,,18.0
1280,85,Directed,11895,,17.0
1280,86,Directed,11888,,47.0
1280,404,Directed,11889,,42.0
1280,405,Directed,11900,,13.0
1280,407,Directed,11896,,15.0
1280,414,Directed,11893,,19.0
1280,1283,Directed,11899,,14.0
1280,1292,Directed,11897,,15.0
1280,3296,Directed,11891,,29.0
1280,3297,Directed,11901,,12.0
1281,0,Directed,11904,,32.0
1281,14,Directed,11911,,12.0
1281,16,Directed,11915,,10.0
1281,20,Directed,11910,,12.0
1281,22,Directed,11907,,16.0
1281,23,Directed,11903,,67.0
1281,24,Directed,11916,,10.0
1281,31,Directed,11909,,12.0
1281,34,Directed,11913,,11.0
1281,78,Directed,11914,,10.0
1281,85,Directed,11906,,19.0
1281,89,Directed,11905,,25.0
1281,404,Directed,11912,,12.0
1281,413,Directed,11917,,10.0
1281,3298,Directed,11908,,14.0
1282,22,Directed,11923,,5.0
1282,23,Directed,11918,,23.0
1282,85,Directed,11924,,5.0
1282,405,Directed,11919,,17.0
1282,895,Directed,11925,,5.0
1282,1012,Directed,11921,,8.0
1282,1284,Directed,11920,,16.0
1282,1296,Directed,11922,,6.0
1282,3299,Directed,11926,,5.0
1283,22,Directed,11935,,7.0
1283,23,Directed,11928,,27.0
1283,85,Directed,11941,,5.0
1283,86,Directed,11927,,37.0
1283,154,Directed,11940,,5.0
1283,404,Directed,11931,,15.0
1283,405,Directed,11932,,13.0
1283,407,Directed,11939,,6.0
1283,1010,Directed,11936,,7.0
1283,1012,Directed,11938,,6.0
1283,1280,Directed,11930,,18.0
1283,1286,Directed,11929,,20.0
1283,1291,Directed,11934,,8.0
1283,3302,Directed,11933,,9.0
1283,3303,Directed,11937,,7.0
1284,23,Directed,11943,,10.0
1284,404,Directed,11944,,6.0
1284,405,Directed,11942,,13.0
1284,1283,Directed,11945,,5.0
1285,23,Directed,11946,,7.0
1285,405,Directed,11947,,5.0
1286,23,Directed,11951,,9.0
1286,85,Directed,11949,,11.0
1286,89,Directed,11950,,11.0
1286,404,Directed,11952,,5.0
1286,1283,Directed,11948,,22.0
1287,0,Directed,11964,,5.0
1287,8,Directed,11957,,10.0
1287,23,Directed,11953,,31.0
1287,84,Directed,11962,,5.0
1287,85,Directed,11958,,9.0
1287,86,Directed,11954,,19.0
1287,89,Directed,11955,,15.0
1287,157,Directed,11963,,5.0
1287,412,Directed,11965,,5.0
1287,414,Directed,11956,,11.0
1287,415,Directed,11960,,6.0
1287,893,Directed,11959,,6.0
1287,2407,Directed,11961,,6.0
1287,3318,Directed,11966,,5.0
1288,23,Directed,11967,,22.0
1288,85,Directed,11968,,19.0
1288,86,Directed,11971,,12.0
1288,89,Directed,11969,,13.0
1288,404,Directed,11973,,9.0
1288,407,Directed,11970,,13.0
1288,409,Directed,11972,,10.0
1288,1995,Directed,11974,,5.0
1288,3318,Directed,11975,,5.0
1289,8,Directed,11983,,6.0
1289,17,Directed,11982,,6.0
1289,23,Directed,11976,,19.0
1289,83,Directed,11987,,5.0
1289,85,Directed,11977,,16.0
1289,86,Directed,11980,,12.0
1289,89,Directed,11978,,15.0
1289,404,Directed,11981,,7.0
1289,407,Directed,11979,,14.0
1289,412,Directed,11986,,5.0
1289,415,Directed,11984,,6.0
1289,1317,Directed,11988,,5.0
1289,3322,Directed,11985,,6.0
1290,22,Directed,11994,,6.0
1290,33,Directed,11989,,19.0
1290,54,Directed,11991,,10.0
1290,86,Directed,12000,,5.0
1290,128,Directed,11997,,5.0
1290,144,Directed,11996,,5.0
1290,158,Directed,11999,,5.0
1290,444,Directed,11995,,5.0
1290,602,Directed,11998,,5.0
1290,3323,Directed,11990,,12.0
1290,3324,Directed,11992,,10.0
1290,3325,Directed,11993,,9.0
1291,23,Directed,12001,,37.0
1291,85,Directed,12009,,9.0
1291,86,Directed,12005,,16.0
1291,297,Directed,12007,,11.0
1291,404,Directed,12014,,7.0
1291,409,Directed,12010,,9.0
1291,895,Directed,12015,,6.0
1291,1012,Directed,12013,,7.0
1291,1283,Directed,12012,,7.0
1291,1292,Directed,12002,,22.0
1291,2654,Directed,12006,,13.0
1291,2655,Directed,12003,,18.0
1291,3326,Directed,12004,,18.0
1291,3327,Directed,12008,,10.0
1291,3328,Directed,12011,,9.0
1292,157,Directed,12022,,5.0
1292,409,Directed,12019,,9.0
1292,1012,Directed,12020,,6.0
1292,1280,Directed,12017,,14.0
1292,1291,Directed,12016,,21.0
1292,2654,Directed,12018,,11.0
1292,2655,Directed,12021,,6.0
1293,22,Directed,12026,,5.0
1293,410,Directed,12024,,12.0
1293,2931,Directed,12025,,6.0
1293,3331,Directed,12023,,13.0
1293,3332,Directed,12027,,5.0
1294,22,Directed,12035,,7.0
1294,23,Directed,12028,,18.0
1294,89,Directed,12031,,9.0
1294,154,Directed,12032,,8.0
1294,258,Directed,12033,,8.0
1294,411,Directed,12030,,15.0
1294,420,Directed,12034,,8.0
1294,1198,Directed,12037,,6.0
1294,2493,Directed,12036,,7.0
1294,3340,Directed,12029,,18.0
1294,3341,Directed,12038,,5.0
1294,3342,Directed,12039,,5.0
1295,22,Directed,12041,,20.0
1295,23,Directed,12040,,24.0
1295,48,Directed,12043,,8.0
1295,89,Directed,12044,,7.0
1295,103,Directed,12046,,5.0
1295,176,Directed,12047,,5.0
1295,412,Directed,12042,,14.0
1295,3344,Directed,12045,,7.0
1296,15,Directed,12055,,6.0
1296,22,Directed,12050,,27.0
1296,23,Directed,12049,,38.0
1296,53,Directed,12053,,8.0
1296,85,Directed,12048,,42.0
1296,86,Directed,12052,,11.0
1296,177,Directed,12057,,5.0
1296,407,Directed,12058,,5.0
1296,412,Directed,12051,,13.0
1296,917,Directed,12054,,8.0
1296,1282,Directed,12056,,6.0
1296,3345,Directed,12059,,5.0
1297,53,Directed,12062,,9.0
1297,84,Directed,12067,,5.0
1297,86,Directed,12061,,13.0
1297,89,Directed,12065,,6.0
1297,404,Directed,12066,,6.0
1297,407,Directed,12063,,8.0
1297,414,Directed,12060,,17.0
1297,1280,Directed,12064,,7.0
1298,22,Directed,12071,,77.0
1298,48,Directed,12077,,31.0
1298,69,Directed,12068,,98.0
1298,71,Directed,12081,,22.0
1298,103,Directed,12069,,95.0
1298,111,Directed,12078,,27.0
1298,119,Directed,12072,,74.0
1298,147,Directed,12076,,40.0
1298,176,Directed,12079,,25.0
1298,180,Directed,12080,,25.0
1298,284,Directed,12074,,44.0
1298,416,Directed,12073,,51.0
1298,417,Directed,12070,,83.0
1298,1302,Directed,12082,,21.0
1298,3347,Directed,12075,,40.0
1299,23,Directed,12089,,10.0
1299,54,Directed,12091,,7.0
1299,85,Directed,12090,,8.0
1299,87,Directed,12094,,6.0
1299,119,Directed,12088,,10.0
1299,150,Directed,12096,,6.0
1299,155,Directed,12093,,6.0
1299,284,Directed,12085,,16.0
1299,416,Directed,12084,,16.0
1299,1693,Directed,12087,,12.0
1299,1980,Directed,12086,,16.0
1299,3348,Directed,12083,,17.0
1299,3349,Directed,12092,,7.0
1299,3350,Directed,12095,,6.0
1299,3351,Directed,12097,,6.0
1300,17,Directed,12106,,5.0
1300,22,Directed,12103,,7.0
1300,36,Directed,12104,,5.0
1300,53,Directed,12100,,8.0
1300,85,Directed,12102,,8.0
1300,87,Directed,12107,,5.0
1300,284,Directed,12098,,18.0
1300,416,Directed,12099,,12.0
1300,419,Directed,12101,,8.0
1300,1934,Directed,12108,,5.0
1300,2391,Directed,12105,,5.0
1301,22,Directed,12109,,156.0
1301,23,Directed,12116,,38.0
1301,48,Directed,12115,,46.0
1301,69,Directed,12112,,82.0
1301,71,Directed,12114,,54.0
1301,103,Directed,12110,,100.0
1301,111,Directed,12117,,28.0
1301,119,Directed,12111,,85.0
1301,147,Directed,12113,,57.0
1301,176,Directed,12123,,20.0
1301,180,Directed,12121,,22.0
1301,230,Directed,12119,,25.0
1301,269,Directed,12118,,27.0
1301,284,Directed,12122,,21.0
1301,418,Directed,12120,,24.0
1302,22,Directed,12126,,50.0
1302,48,Directed,12129,,34.0
1302,69,Directed,12124,,88.0
1302,91,Directed,12128,,35.0
1302,103,Directed,12125,,58.0
1302,119,Directed,12130,,31.0
1302,147,Directed,12127,,39.0
1302,176,Directed,12131,,28.0
1302,180,Directed,12137,,16.0
1302,230,Directed,12133,,23.0
1302,284,Directed,12138,,13.0
1302,416,Directed,12135,,19.0
1302,474,Directed,12132,,24.0
1302,655,Directed,12136,,18.0
1302,1418,Directed,12134,,20.0
1303,284,Directed,12140,,6.0
1303,419,Directed,12139,,18.0
1303,3352,Directed,12141,,6.0
1304,419,Directed,12142,,16.0
1305,17,Directed,12145,,7.0
1305,22,Directed,12143,,7.0
1305,419,Directed,12144,,7.0
1305,3361,Directed,12146,,6.0
1306,22,Directed,12159,,6.0
1306,33,Directed,12157,,6.0
1306,43,Directed,12158,,6.0
1306,70,Directed,12153,,8.0
1306,119,Directed,12161,,5.0
1306,147,Directed,12148,,16.0
1306,180,Directed,12156,,7.0
1306,284,Directed,12147,,56.0
1306,416,Directed,12152,,8.0
1306,417,Directed,12160,,6.0
1306,418,Directed,12154,,8.0
1306,419,Directed,12149,,15.0
1306,1232,Directed,12150,,13.0
1306,1385,Directed,12155,,7.0
1306,3366,Directed,12151,,8.0
1308,22,Directed,12175,,5.0
1308,33,Directed,12165,,10.0
1308,36,Directed,12167,,9.0
1308,69,Directed,12166,,9.0
1308,103,Directed,12174,,5.0
1308,174,Directed,12170,,7.0
1308,213,Directed,12173,,5.0
1308,214,Directed,12168,,8.0
1308,228,Directed,12169,,7.0
1308,394,Directed,12176,,5.0
1308,420,Directed,12163,,30.0
1308,701,Directed,12162,,34.0
1308,1235,Directed,12164,,28.0
1308,3367,Directed,12171,,6.0
1308,3368,Directed,12172,,6.0
1309,420,Directed,12177,,26.0
1309,701,Directed,12178,,16.0
1309,1235,Directed,12179,,14.0
1309,1308,Directed,12180,,7.0
1310,33,Directed,12190,,22.0
1310,36,Directed,12182,,40.0
1310,69,Directed,12184,,34.0
1310,103,Directed,12186,,28.0
1310,111,Directed,12188,,26.0
1310,119,Directed,12183,,34.0
1310,124,Directed,12189,,23.0
1310,213,Directed,12185,,29.0
1310,614,Directed,12192,,19.0
1310,2126,Directed,12191,,20.0
1310,3369,Directed,12181,,44.0
1310,3370,Directed,12187,,28.0
1310,3371,Directed,12193,,15.0
1310,3372,Directed,12194,,14.0
1310,3373,Directed,12195,,13.0
1311,20,Directed,12204,,5.0
1311,43,Directed,12200,,6.0
1311,52,Directed,12197,,9.0
1311,144,Directed,12196,,9.0
1311,179,Directed,12201,,6.0
1311,282,Directed,12203,,6.0
1311,578,Directed,12202,,6.0
1311,701,Directed,12198,,8.0
1311,1235,Directed,12199,,7.0
1317,8,Directed,12206,,22.0
1317,17,Directed,12208,,16.0
1317,53,Directed,12209,,13.0
1317,54,Directed,12207,,19.0
1317,83,Directed,12210,,13.0
1317,86,Directed,12216,,5.0
1317,87,Directed,12205,,30.0
1317,88,Directed,12214,,5.0
1317,90,Directed,12212,,6.0
1317,144,Directed,12211,,8.0
1317,1289,Directed,12217,,5.0
1317,3350,Directed,12215,,5.0
1317,3374,Directed,12213,,6.0
1318,54,Directed,12220,,27.0
1318,237,Directed,12223,,14.0
1318,340,Directed,12230,,7.0
1318,424,Directed,12218,,46.0
1318,426,Directed,12224,,14.0
1318,1321,Directed,12221,,21.0
1318,1322,Directed,12231,,7.0
1318,1323,Directed,12228,,9.0
1318,1324,Directed,12226,,12.0
1318,3375,Directed,12219,,28.0
1318,3376,Directed,12222,,16.0
1318,3377,Directed,12225,,12.0
1318,3378,Directed,12227,,10.0
1318,3379,Directed,12229,,8.0
1318,3380,Directed,12232,,7.0
1319,54,Directed,12234,,6.0
1319,424,Directed,12233,,39.0
1319,1320,Directed,12235,,6.0
1320,33,Directed,12243,,8.0
1320,69,Directed,12238,,12.0
1320,94,Directed,12239,,12.0
1320,119,Directed,12242,,9.0
1320,174,Directed,12240,,11.0
1320,214,Directed,12249,,5.0
1320,258,Directed,12250,,5.0
1320,357,Directed,12244,,7.0
1320,653,Directed,12237,,21.0
1320,706,Directed,12236,,48.0
1320,707,Directed,12241,,10.0
1320,1011,Directed,12248,,5.0
1320,1458,Directed,12245,,6.0
1320,1892,Directed,12246,,6.0
1320,3388,Directed,12247,,6.0
1322,22,Directed,12252,,23.0
1322,33,Directed,12262,,7.0
1322,54,Directed,12257,,10.0
1322,94,Directed,12263,,7.0
1322,166,Directed,12259,,9.0
1322,340,Directed,12264,,7.0
1322,424,Directed,12258,,10.0
1322,425,Directed,12265,,7.0
1322,426,Directed,12251,,46.0
1322,453,Directed,12255,,13.0
1322,3377,Directed,12256,,13.0
1322,3389,Directed,12253,,21.0
1322,3390,Directed,12254,,18.0
1322,3391,Directed,12260,,9.0
1322,3392,Directed,12261,,8.0
1323,22,Directed,12268,,52.0
1323,36,Directed,12272,,23.0
1323,48,Directed,12271,,26.0
1323,69,Directed,12267,,54.0
1323,103,Directed,12266,,65.0
1323,119,Directed,12270,,26.0
1323,147,Directed,12276,,18.0
1323,176,Directed,12274,,19.0
1323,333,Directed,12277,,15.0
1323,426,Directed,12273,,22.0
1323,453,Directed,12275,,19.0
1323,1318,Directed,12278,,15.0
1323,3393,Directed,12269,,41.0
1323,3394,Directed,12279,,14.0
1323,3395,Directed,12280,,14.0
1324,54,Directed,12281,,16.0
1324,424,Directed,12284,,8.0
1324,425,Directed,12286,,5.0
1324,426,Directed,12285,,7.0
1324,1318,Directed,12282,,14.0
1324,3376,Directed,12283,,14.0
1325,333,Directed,12289,,8.0
1325,425,Directed,12287,,32.0
1325,426,Directed,12291,,6.0
1325,453,Directed,12290,,7.0
1325,1327,Directed,12288,,14.0
1325,3397,Directed,12292,,6.0
1326,22,Directed,12304,,6.0
1326,33,Directed,12303,,6.0
1326,54,Directed,12296,,13.0
1326,237,Directed,12301,,7.0
1326,298,Directed,12306,,6.0
1326,415,Directed,12300,,8.0
1326,425,Directed,12293,,41.0
1326,426,Directed,12294,,38.0
1326,456,Directed,12295,,16.0
1326,570,Directed,12305,,6.0
1326,1334,Directed,12302,,7.0
1326,3402,Directed,12297,,13.0
1326,3403,Directed,12298,,12.0
1326,3404,Directed,12299,,9.0
1326,3405,Directed,12307,,6.0
1327,20,Directed,12312,,10.0
1327,333,Directed,12314,,7.0
1327,425,Directed,12308,,27.0
1327,426,Directed,12315,,6.0
1327,429,Directed,12317,,6.0
1327,453,Directed,12309,,22.0
1327,1104,Directed,12313,,8.0
1327,1318,Directed,12318,,6.0
1327,1325,Directed,12310,,13.0
1327,1334,Directed,12311,,12.0
1327,2911,Directed,12319,,5.0
1327,3406,Directed,12316,,6.0
1327,3407,Directed,12320,,5.0
1328,333,Directed,12322,,6.0
1328,425,Directed,12321,,19.0
1328,453,Directed,12323,,5.0
1329,17,Directed,12333,,10.0
1329,20,Directed,12330,,11.0
1329,33,Directed,12338,,8.0
1329,54,Directed,12327,,23.0
1329,144,Directed,12332,,10.0
1329,170,Directed,12331,,11.0
1329,425,Directed,12326,,37.0
1329,453,Directed,12329,,18.0
1329,1103,Directed,12324,,60.0
1329,2905,Directed,12328,,22.0
1329,3413,Directed,12325,,42.0
1329,3414,Directed,12334,,9.0
1329,3415,Directed,12335,,9.0
1329,3416,Directed,12336,,9.0
1329,3417,Directed,12337,,9.0
1330,17,Directed,12344,,30.0
1330,22,Directed,12341,,47.0
1330,23,Directed,12348,,19.0
1330,33,Directed,12345,,25.0
1330,43,Directed,12349,,18.0
1330,48,Directed,12343,,35.0
1330,54,Directed,12342,,38.0
1330,118,Directed,12350,,18.0
1330,119,Directed,12346,,24.0
1330,144,Directed,12340,,52.0
1330,179,Directed,12339,,57.0
1330,213,Directed,12347,,22.0
1330,269,Directed,12351,,17.0
1330,955,Directed,12352,,15.0
1330,2498,Directed,12353,,15.0
1332,22,Directed,12356,,17.0
1332,48,Directed,12364,,7.0
1332,54,Directed,12362,,8.0
1332,119,Directed,12367,,6.0
1332,124,Directed,12357,,12.0
1332,248,Directed,12361,,10.0
1332,309,Directed,12354,,45.0
1332,428,Directed,12355,,23.0
1332,924,Directed,12358,,12.0
1332,926,Directed,12365,,7.0
1332,927,Directed,12368,,6.0
1332,1036,Directed,12359,,12.0
1332,1333,Directed,12360,,10.0
1332,3424,Directed,12363,,8.0
1332,3425,Directed,12366,,7.0
1333,17,Directed,12381,,5.0
1333,22,Directed,12369,,13.0
1333,53,Directed,12378,,6.0
1333,59,Directed,12382,,5.0
1333,124,Directed,12380,,5.0
1333,270,Directed,12372,,8.0
1333,284,Directed,12375,,7.0
1333,309,Directed,12371,,8.0
1333,924,Directed,12373,,8.0
1333,926,Directed,12374,,8.0
1333,1037,Directed,12377,,7.0
1333,3426,Directed,12370,,9.0
1333,3427,Directed,12376,,7.0
1333,3428,Directed,12379,,6.0
1333,3429,Directed,12383,,5.0
1334,144,Directed,12391,,6.0
1334,415,Directed,12393,,6.0
1334,424,Directed,12390,,7.0
1334,425,Directed,12392,,6.0
1334,429,Directed,12384,,14.0
1334,453,Directed,12385,,13.0
1334,1326,Directed,12389,,7.0
1334,1327,Directed,12387,,9.0
1334,1336,Directed,12398,,5.0
1334,2910,Directed,12394,,6.0
1334,3402,Directed,12388,,9.0
1334,3430,Directed,12386,,12.0
1334,3431,Directed,12395,,6.0
1334,3432,Directed,12396,,6.0
1334,3433,Directed,12397,,6.0
1335,0,Directed,12409,,7.0
1335,16,Directed,12408,,7.0
1335,17,Directed,12401,,13.0
1335,18,Directed,12402,,13.0
1335,20,Directed,12412,,6.0
1335,22,Directed,12406,,8.0
1335,23,Directed,12400,,17.0
