Name	Job	Industry	Sector	Number of ratings	Overall rating	Culture and values	Work life balance	Senior Leadership	Compensation and benefits	Career opportunities	Recommend to friend	Name CEO	Pourcentage approve CEO
WECC	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	14	1.9	2.6	3.1	1.3	3.6	1.9	0.2	Mary Schlaefer	0
Orion Energy Systems	Overall	"Electrical &amp; Electronic Manufacturing"	Manufacturing	14	3.2	2.9	2.9	2.6	3.3	3.2	0.5	John Scribante	53
Pathfinder Energy Services	Overall	Transportation Management	"Transportation &amp; Logistics"	14	3.5	3.2	2.7	2.6	4.2	3.4	0.4	Paal Kibsgaard	0
Constellation Energy Commodities	Overall			14	2.4	3.0	3.1	2.5	3.4	2.5	0.5	Joseph Nigro	0
Energy East	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	14	1.9	1.9	2.6	1.7	2.8	2.0	0.1	Robert D. Kump	76
Lewis Energy Group	Overall	"Oil &amp; Gas Exploration &amp; Production"	"Oil, Gas, Energy &amp; Utilities"	14	2.9	3.4	3.1	3.0	3.4	2.9	0.5	Rod Lewis	67
Integrys Energy Services	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	14	3.2	3.1	3.5	3.0	3.4	2.9	0.6	Dan Verbanac	61
Progressive Global Energy	Overall	"Staffing &amp; Outsourcing"	Business Services	14	4	0.0	0.0	0.0	0.0	0.0	0.0	Gary Elden	0
Savanna Energy Services	Overall	"Oil &amp; Gas Services"	"Oil, Gas, Energy &amp; Utilities"	14	3.8	0.0	0.0	0.0	0.0	0.0	0.0	Ken Mullen	77
Swift Energy	Overall	"Oil &amp; Gas Exploration &amp; Production"	"Oil, Gas, Energy &amp; Utilities"	13	3.5	3.1	3.7	3.2	3.3	2.7	0.5	Terry E. Swift	59
Chaparral Energy	Overall	"Oil &amp; Gas Exploration &amp; Production"	"Oil, Gas, Energy &amp; Utilities"	13	3.7	3.6	3.9	3.3	3.9	3.0	0.7	Mark A. Fischer	89
"Florida Energy Water &amp; Air"	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	13	4.2	3.9	3.8	4.2	3.3	3.9	0.8	Timothy V. Randolph I	75
Vermont Energy Investment	Overall	"Hotels, Motels, &amp; Resorts"	"Travel &amp; Tourism"	13	3.5	4.2	4.5	3.2	3.4	2.8	0.8	Scott Johnstone	100
Blattner Energy	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	13	4.2	4.5	3.3	3.8	4.2	3.5	0.9	Scott Blattner	100
RBS Sempra Commodities	Overall			13	3.7	0.0	0.0	0.0	0.0	0.0	0.0	Michael Beck	100
Gibson Energy Ltd.	Overall	"Oil &amp; Gas Services"	"Oil, Gas, Energy &amp; Utilities"	13	2.8	0.0	0.0	0.0	0.0	0.0	0.0	A. Stewart Hanlon	85
Tallgrass Energy Partners	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	12	3.1	3.0	2.7	3.0	3.3	2.5	0.6		
NYSERDA	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	12	3.9	4.0	4.2	3.8	3.5	3.2	0.9		
Simple Energy	Overall	Internet	Information Technology	12	2.8	3.0	3.4	2.1	3.1	2.8	0.5	Yoav Lurie	25
EFI (Massachusetts)	Overall	Wholesale	Business Services	12	3.6	3.9	4.0	2.9	3.5	3.3	0.6		
AEP Energy	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	12	2.9	3.2	3.8	2.5	2.7	2.8	0.3	Nick Akins	0
Champion Energy Services	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	12	2.9	3.1	3.6	2.3	2.8	2.8	0.5	David J. Tudor	48
Stream Energy	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	12	3	3.2	3.6	3.0	3.5	2.8	0.4	Ron Snyder	53
NOCO	Overall	Gas Stations	Retail	12	3.4	0.0	0.0	0.0	0.0	0.0	0.0	Jim Newman	92
Citizens Energy Group	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	12	2.5	0.0	0.0	0.0	0.0	0.0	0.0		
Energy Alloys	Overall	"Oil &amp; Gas Services"	"Oil, Gas, Energy &amp; Utilities"	12	3	0.0	0.0	0.0	0.0	0.0	0.0	Dave Warren	80
Jacobus Energy	Overall	"Oil &amp; Gas Services"	"Oil, Gas, Energy &amp; Utilities"	11	2.7	2.1	2.7	2.0	2.7	2.1	0.2	Chuck Jacobus Jr	29
Tower Energy	Overall	Wholesale	Business Services	11	2	2.1	2.2	2.0	2.5	2.0	0.2		
Cheniere Energy	Overall	"Oil &amp; Gas Services"	"Oil, Gas, Energy &amp; Utilities"	11	3.9	3.4	3.8	3.7	4.2	3.6	0.8	Charif Souki	100
MS Energy Services	Overall	"Oil &amp; Gas Exploration &amp; Production"	"Oil, Gas, Energy &amp; Utilities"	11	3.3	3.0	2.2	3.0	4.0	3.1	0.7		
TAS Energy	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	11	2.8	2.6	2.9	2.2	2.5	2.6	0.4	J.T. Grumski	65
Pattern Energy	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	11	2.4	2.2	2.3	2.4	3.7	2.6	0.2		
Recurrent Energy	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	11	3.6	3.9	3.3	3.6	4.3	2.9	0.7		
Merit Energy	Overall	"Oil &amp; Gas Exploration &amp; Production"	"Oil, Gas, Energy &amp; Utilities"	11	3.4	3.2	2.6	3.2	3.3	3.6	0.5	Terry Gottberg	100
DOE Joint Genome Institute	Overall	Social Assistance	Non-Profit	11	2.8	0.0	0.0	0.0	0.0	0.0	0.0	Eddy Rubin	57
Alliance Energy	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	11	1.7	0.0	0.0	0.0	0.0	0.0	0.0		
Flyers Energy	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	11	3.7	0.0	0.0	0.0	0.0	0.0	0.0	Rick Teske	100
Bes-Tech	Overall	"Architectural &amp; Engineering Services"	Business Services	11	2.3	0.0	0.0	0.0	0.0	0.0	0.0		
Entrust Energy	Overall	Utilities	"Oil, Gas, Energy &amp; Utilities"	10	2.6	0.0	0.0	0.0	0.0	0.0	0.0	Tom Gilpin	100
Energy Remodeling	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	10	4.6	4.8	5.0	5.0	4.3	4.8	0.9		
Viridian	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	10	2.8	2.5	2.3	2.3	2.8	2.6	0.4	Michael J. Fallquist	42
MGE Energy	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	10	3.6	3.6	3.9	3.5	3.9	3.1	0.7	Gary J. Wolter	100
Santanna Energy Services	Overall	Energy	"Oil, Gas, Energy &amp; Utilities"	10	3.3	3.4	3.3	2.9	3.0	3.0	0.7	Wayne Gatlin	74
Cathedral Energy	Overall	"Oil &amp; Gas Services"	"Oil, Gas, Energy &amp; Utilities"	10	2.6	2.4	2.5	2.0	2.5	2.4	0.4	P. Scott MacFarlane	48
Leslie Controls	Overall	"Electrical &amp; Electronic Manufacturing"	Manufacturing	10	1.9	2.0	2.0	1.8	3.2	2.3	0.2	David A Bloss Sr	0
